Data_venda;Canal;ProductKey;Cod_Produto;Desc_Produto;Classe_Produto;Custo_Unit;Preco_Unit;Qtd_Venda;Qtd_Devolução;Valor_Devolução;Qtd_Desconto;Valor_Desconto;Custo_Total;Vendas_Total
25/01/16;Loja;33;101033;Produto 32GB Video MP3 Player M3200 Black;Regular;R$ 84,49;R$ 255,00;8;0;R$ 0,00;3;R$ 153,00;R$ 675,92;R$ 1.887,00
26/01/16;Online;3;101003;Produto 1G MP3 Player E100 White;Econômico;R$ 7,40;R$ 14,52;16;0;R$ 0,00;3;R$ 8,71;R$ 118,40;R$ 223,61
26/01/16;Revendedor;4;101004;Produto 2G MP3 Player E200 Silver;Econômico;R$ 11,00;R$ 21,57;18;0;R$ 0,00;0;R$ 0,00;R$ 198,00;R$ 388,26
26/01/16;Online;5;101005;Produto 2G MP3 Player E200 Red;Econômico;R$ 11,00;R$ 21,57;32;1;R$ 21,57;4;R$ 17,26;R$ 352,00;R$ 672,98
26/01/16;Loja;6;101006;Produto 2G MP3 Player E200 Black;Econômico;R$ 11,00;R$ 21,57;18;0;R$ 0,00;0;R$ 0,00;R$ 198,00;R$ 388,26
26/01/16;Revendedor;7;101007;Produto 2G MP3 Player E200 Blue;Econômico;R$ 11,00;R$ 21,57;26;0;R$ 0,00;0;R$ 0,00;R$ 286,00;R$ 560,82
26/01/16;Loja;8;101008;Produto 4G MP3 Player E400 Silver;Econômico;R$ 30,58;R$ 59,99;18;0;R$ 0,00;4;R$ 12,00;R$ 550,44;R$ 1.067,82
26/01/16;Loja;9;101009;Produto 4G MP3 Player E400 Black;Econômico;R$ 30,58;R$ 59,99;18;0;R$ 0,00;4;R$ 12,00;R$ 550,44;R$ 1.067,82
26/01/16;Loja;9;101009;Produto 4G MP3 Player E400 Black;Econômico;R$ 30,58;R$ 59,99;18;0;R$ 0,00;0;R$ 0,00;R$ 550,44;R$ 1.079,82
26/01/16;Revendedor;9;101009;Produto 4G MP3 Player E400 Black;Econômico;R$ 30,58;R$ 59,99;26;0;R$ 0,00;4;R$ 35,99;R$ 795,08;R$ 1.523,75
26/01/16;Loja;13;101013;Produto 4GB  MP3 Player E401 Black;Econômico;R$ 35,72;R$ 77,68;18;0;R$ 0,00;2;R$ 7,77;R$ 642,96;R$ 1.390,47
26/01/16;Loja;14;101014;Produto 4GB  MP3 Player E401 Silver;Econômico;R$ 35,72;R$ 77,68;18;0;R$ 0,00;0;R$ 0,00;R$ 642,96;R$ 1.398,24
26/01/16;Loja;17;101017;Produto 8GB -Slim MP3/Video Player M800 Red;Regular;R$ 50,56;R$ 109,95;9;0;R$ 0,00;3;R$ 16,49;R$ 455,04;R$ 973,06
26/01/16;Loja;19;101019;Produto 8GB -Slim MP3/Video Player M800 Pink;Regular;R$ 50,56;R$ 109,95;13;0;R$ 0,00;1;R$ 16,49;R$ 657,28;R$ 1.412,86
26/01/16;Loja;21;101021;Produto 8GB MP3 Player new  M820 Blue;Regular;R$ 61,62;R$ 134,00;9;0;R$ 0,00;4;R$ 26,80;R$ 554,58;R$ 1.179,20
26/01/16;Revendedor;22;101022;Produto 8GB MP3 Player new  M820 Yellow;Regular;R$ 61,62;R$ 134,00;13;0;R$ 0,00;4;R$ 80,40;R$ 801,06;R$ 1.661,60
26/01/16;Loja;31;101031;Produto 32GB Video MP3 Player M3200 Orange;Regular;R$ 84,49;R$ 255,00;9;0;R$ 0,00;0;R$ 0,00;R$ 760,41;R$ 2.295,00
26/01/16;Loja;33;101033;Produto 32GB Video MP3 Player M3200 Black;Regular;R$ 84,49;R$ 255,00;9;0;R$ 0,00;4;R$ 51,00;R$ 760,41;R$ 2.244,00
26/01/16;Loja;34;101034;Produto 4GB Portable MP3 Player M450 Black;Regular;R$ 48,92;R$ 95,95;9;0;R$ 0,00;0;R$ 0,00;R$ 440,28;R$ 863,55
27/01/16;Loja;1;101001;Produto 512MB MP3 Player E51 Silver;Econômico;R$ 6,62;R$ 12,99;18;0;R$ 0,00;2;R$ 1,30;R$ 119,16;R$ 232,52
27/01/16;Online;2;101002;Produto 512MB MP3 Player E51 Blue;Econômico;R$ 6,62;R$ 12,99;16;0;R$ 0,00;0;R$ 0,00;R$ 105,92;R$ 207,84
27/01/16;Revendedor;2;101002;Produto 512MB MP3 Player E51 Blue;Econômico;R$ 6,62;R$ 12,99;18;0;R$ 0,00;2;R$ 1,30;R$ 119,16;R$ 232,52
27/01/16;Online;3;101003;Produto 1G MP3 Player E100 White;Econômico;R$ 7,40;R$ 14,52;18;0;R$ 0,00;3;R$ 2,18;R$ 133,20;R$ 259,18
27/01/16;Revendedor;3;101003;Produto 1G MP3 Player E100 White;Econômico;R$ 7,40;R$ 14,52;52;1;R$ 14,52;0;R$ 0,00;R$ 384,80;R$ 755,04
27/01/16;Loja;9;101009;Produto 4G MP3 Player E400 Black;Econômico;R$ 30,58;R$ 59,99;18;0;R$ 0,00;2;R$ 6,00;R$ 550,44;R$ 1.073,82
27/01/16;Loja;13;101013;Produto 4GB  MP3 Player E401 Black;Econômico;R$ 35,72;R$ 77,68;26;0;R$ 0,00;1;R$ 11,65;R$ 928,72;R$ 2.008,03
27/01/16;Online;13;101013;Produto 4GB  MP3 Player E401 Black;Econômico;R$ 35,72;R$ 77,68;26;0;R$ 0,00;0;R$ 0,00;R$ 928,72;R$ 2.019,68
27/01/16;Online;14;101014;Produto 4GB  MP3 Player E401 Silver;Econômico;R$ 35,72;R$ 77,68;52;0;R$ 0,00;0;R$ 0,00;R$ 1.857,44;R$ 4.039,36
27/01/16;Loja;14;101014;Produto 4GB  MP3 Player E401 Silver;Econômico;R$ 35,72;R$ 77,68;18;0;R$ 0,00;4;R$ 15,54;R$ 642,96;R$ 1.382,70
27/01/16;Online;15;101015;Produto 4GB  MP3 Player E401 White;Econômico;R$ 35,72;R$ 77,68;26;0;R$ 0,00;0;R$ 0,00;R$ 928,72;R$ 2.019,68
27/01/16;Loja;16;101016;Produto 8GB -Slim MP3/Video Player M800 White;Regular;R$ 50,56;R$ 109,95;9;0;R$ 0,00;1;R$ 5,50;R$ 455,04;R$ 984,05
27/01/16;Loja;16;101016;Produto 8GB -Slim MP3/Video Player M800 White;Regular;R$ 50,56;R$ 109,95;9;0;R$ 0,00;3;R$ 16,49;R$ 455,04;R$ 973,06
27/01/16;Loja;16;101016;Produto 8GB -Slim MP3/Video Player M800 White;Regular;R$ 50,56;R$ 109,95;9;0;R$ 0,00;2;R$ 11,00;R$ 455,04;R$ 978,56
27/01/16;Revendedor;20;101020;Produto 8GB MP3 Player new  M820 Black;Regular;R$ 61,62;R$ 134,00;26;0;R$ 0,00;8;R$ 160,80;R$ 1.602,12;R$ 3.323,20
27/01/16;Loja;21;101021;Produto 8GB MP3 Player new  M820 Blue;Regular;R$ 61,62;R$ 134,00;9;0;R$ 0,00;1;R$ 6,70;R$ 554,58;R$ 1.199,30
27/01/16;Catálogo;21;101021;Produto 8GB MP3 Player new  M820 Blue;Regular;R$ 61,62;R$ 134,00;18;0;R$ 0,00;3;R$ 20,10;R$ 1.109,16;R$ 2.391,90
27/01/16;Loja;22;101022;Produto 8GB MP3 Player new  M820 Yellow;Regular;R$ 61,62;R$ 134,00;13;0;R$ 0,00;0;R$ 0,00;R$ 801,06;R$ 1.742,00
27/01/16;Loja;23;101023;Produto 8GB MP3 Player new  M820 White;Regular;R$ 61,62;R$ 134,00;9;0;R$ 0,00;1;R$ 6,70;R$ 554,58;R$ 1.199,30
27/01/16;Loja;30;101030;Produto 32GB Video MP3 Player M3200 Red;Regular;R$ 84,49;R$ 255,00;8;0;R$ 0,00;0;R$ 0,00;R$ 675,92;R$ 2.040,00
27/01/16;Online;30;101030;Produto 32GB Video MP3 Player M3200 Red;Regular;R$ 84,49;R$ 255,00;8;1;R$ 255,00;3;R$ 153,00;R$ 591,43;R$ 1.887,00
27/01/16;Loja;32;101032;Produto 32GB Video MP3 Player M3200 Pink;Regular;R$ 84,49;R$ 255,00;8;0;R$ 0,00;0;R$ 0,00;R$ 675,92;R$ 2.040,00
27/01/16;Loja;33;101033;Produto 32GB Video MP3 Player M3200 Black;Regular;R$ 84,49;R$ 255,00;13;0;R$ 0,00;1;R$ 38,25;R$ 1.098,37;R$ 3.276,75
27/01/16;Online;33;101033;Produto 32GB Video MP3 Player M3200 Black;Regular;R$ 84,49;R$ 255,00;16;1;R$ 255,00;1;R$ 51,00;R$ 1.267,35;R$ 4.029,00
27/01/16;Loja;34;101034;Produto 4GB Portable MP3 Player M450 Black;Regular;R$ 48,92;R$ 95,95;9;0;R$ 0,00;0;R$ 0,00;R$ 440,28;R$ 863,55
28/01/16;Loja;2;101002;Produto 512MB MP3 Player E51 Blue;Econômico;R$ 6,62;R$ 12,99;18;0;R$ 0,00;3;R$ 1,95;R$ 119,16;R$ 231,87
28/01/16;Online;2;101002;Produto 512MB MP3 Player E51 Blue;Econômico;R$ 6,62;R$ 12,99;18;0;R$ 0,00;3;R$ 1,95;R$ 119,16;R$ 231,87
28/01/16;Loja;2;101002;Produto 512MB MP3 Player E51 Blue;Econômico;R$ 6,62;R$ 12,99;26;1;R$ 12,99;0;R$ 0,00;R$ 172,12;R$ 337,74
28/01/16;Loja;4;101004;Produto 2G MP3 Player E200 Silver;Econômico;R$ 11,00;R$ 21,57;16;1;R$ 21,57;0;R$ 0,00;R$ 176,00;R$ 345,12
28/01/16;Loja;4;101004;Produto 2G MP3 Player E200 Silver;Econômico;R$ 11,00;R$ 21,57;18;0;R$ 0,00;0;R$ 0,00;R$ 198,00;R$ 388,26
28/01/16;Loja;5;101005;Produto 2G MP3 Player E200 Red;Econômico;R$ 11,00;R$ 21,57;16;0;R$ 0,00;4;R$ 17,26;R$ 176,00;R$ 327,86
28/01/16;Revendedor;5;101005;Produto 2G MP3 Player E200 Red;Econômico;R$ 11,00;R$ 21,57;16;0;R$ 0,00;3;R$ 12,94;R$ 176,00;R$ 332,18
28/01/16;Loja;5;101005;Produto 2G MP3 Player E200 Red;Econômico;R$ 11,00;R$ 21,57;18;0;R$ 0,00;1;R$ 1,08;R$ 198,00;R$ 387,18
28/01/16;Loja;6;101006;Produto 2G MP3 Player E200 Black;Econômico;R$ 11,00;R$ 21,57;18;0;R$ 0,00;3;R$ 3,24;R$ 198,00;R$ 385,02
28/01/16;Online;6;101006;Produto 2G MP3 Player E200 Black;Econômico;R$ 11,00;R$ 21,57;36;0;R$ 0,00;3;R$ 3,24;R$ 396,00;R$ 773,28
28/01/16;Loja;7;101007;Produto 2G MP3 Player E200 Blue;Econômico;R$ 11,00;R$ 21,57;26;1;R$ 21,57;2;R$ 6,47;R$ 286,00;R$ 554,35
28/01/16;Online;8;101008;Produto 4G MP3 Player E400 Silver;Econômico;R$ 30,58;R$ 59,99;26;0;R$ 0,00;0;R$ 0,00;R$ 795,08;R$ 1.559,74
28/01/16;Loja;9;101009;Produto 4G MP3 Player E400 Black;Econômico;R$ 30,58;R$ 59,99;16;0;R$ 0,00;1;R$ 12,00;R$ 489,28;R$ 947,84
28/01/16;Revendedor;11;101011;Produto 4G MP3 Player E400 Orange;Econômico;R$ 30,58;R$ 59,99;18;0;R$ 0,00;4;R$ 12,00;R$ 550,44;R$ 1.067,82
28/01/16;Loja;12;101012;Produto 4GB  MP3 Player E401 Blue;Econômico;R$ 35,72;R$ 77,68;16;0;R$ 0,00;1;R$ 15,54;R$ 571,52;R$ 1.227,34
28/01/16;Online;14;101014;Produto 4GB  MP3 Player E401 Silver;Econômico;R$ 35,72;R$ 77,68;36;0;R$ 0,00;3;R$ 11,65;R$ 1.285,92;R$ 2.784,83
28/01/16;Loja;15;101015;Produto 4GB  MP3 Player E401 White;Econômico;R$ 35,72;R$ 77,68;26;0;R$ 0,00;4;R$ 46,61;R$ 928,72;R$ 1.973,07
28/01/16;Loja;16;101016;Produto 8GB -Slim MP3/Video Player M800 White;Regular;R$ 50,56;R$ 109,95;9;0;R$ 0,00;0;R$ 0,00;R$ 455,04;R$ 989,55
28/01/16;Online;17;101017;Produto 8GB -Slim MP3/Video Player M800 Red;Regular;R$ 50,56;R$ 109,95;18;0;R$ 0,00;7;R$ 38,48;R$ 910,08;R$ 1.940,62
28/01/16;Loja;19;101019;Produto 8GB -Slim MP3/Video Player M800 Pink;Regular;R$ 50,56;R$ 109,95;13;0;R$ 0,00;2;R$ 32,99;R$ 657,28;R$ 1.396,37
28/01/16;Loja;19;101019;Produto 8GB -Slim MP3/Video Player M800 Pink;Regular;R$ 50,56;R$ 109,95;9;0;R$ 0,00;1;R$ 5,50;R$ 455,04;R$ 984,05
28/01/16;Loja;21;101021;Produto 8GB MP3 Player new  M820 Blue;Regular;R$ 61,62;R$ 134,00;9;0;R$ 0,00;0;R$ 0,00;R$ 554,58;R$ 1.206,00
28/01/16;Online;22;101022;Produto 8GB MP3 Player new  M820 Yellow;Regular;R$ 61,62;R$ 134,00;9;0;R$ 0,00;0;R$ 0,00;R$ 554,58;R$ 1.206,00
28/01/16;Loja;23;101023;Produto 8GB MP3 Player new  M820 White;Regular;R$ 61,62;R$ 134,00;9;0;R$ 0,00;2;R$ 13,40;R$ 554,58;R$ 1.192,60
28/01/16;Revendedor;23;101023;Produto 8GB MP3 Player new  M820 White;Regular;R$ 61,62;R$ 134,00;24;1;R$ 134,00;6;R$ 160,80;R$ 1.417,26;R$ 3.055,20
28/01/16;Loja;29;101029;Produto 32GB Video MP3 Player M3200 White;Regular;R$ 84,49;R$ 255,00;13;0;R$ 0,00;0;R$ 0,00;R$ 1.098,37;R$ 3.315,00
28/01/16;Online;30;101030;Produto 32GB Video MP3 Player M3200 Red;Regular;R$ 84,49;R$ 255,00;65;1;R$ 255,00;8;R$ 306,00;R$ 5.407,36;R$ 16.269,00
28/01/16;Loja;33;101033;Produto 32GB Video MP3 Player M3200 Black;Regular;R$ 84,49;R$ 255,00;9;0;R$ 0,00;4;R$ 51,00;R$ 760,41;R$ 2.244,00
28/01/16;Revendedor;33;101033;Produto 32GB Video MP3 Player M3200 Black;Regular;R$ 84,49;R$ 255,00;18;0;R$ 0,00;3;R$ 38,25;R$ 1.520,82;R$ 4.551,75
28/01/16;Online;34;101034;Produto 4GB Portable MP3 Player M450 Black;Regular;R$ 48,92;R$ 95,95;9;0;R$ 0,00;4;R$ 19,19;R$ 440,28;R$ 844,36
28/01/16;Loja;34;101034;Produto 4GB Portable MP3 Player M450 Black;Regular;R$ 48,92;R$ 95,95;13;0;R$ 0,00;0;R$ 0,00;R$ 635,96;R$ 1.247,35
29/01/16;Catálogo;2;101002;Produto 512MB MP3 Player E51 Blue;Econômico;R$ 6,62;R$ 12,99;18;0;R$ 0,00;2;R$ 1,30;R$ 119,16;R$ 232,52
29/01/16;Loja;2;101002;Produto 512MB MP3 Player E51 Blue;Econômico;R$ 6,62;R$ 12,99;18;0;R$ 0,00;4;R$ 2,60;R$ 119,16;R$ 231,22
29/01/16;Loja;7;101007;Produto 2G MP3 Player E200 Blue;Econômico;R$ 11,00;R$ 21,57;18;1;R$ 21,57;3;R$ 3,24;R$ 198,00;R$ 385,02
29/01/16;Online;8;101008;Produto 4G MP3 Player E400 Silver;Econômico;R$ 30,58;R$ 59,99;18;0;R$ 0,00;2;R$ 6,00;R$ 550,44;R$ 1.073,82
29/01/16;Loja;12;101012;Produto 4GB  MP3 Player E401 Blue;Econômico;R$ 35,72;R$ 77,68;18;0;R$ 0,00;2;R$ 7,77;R$ 642,96;R$ 1.390,47
29/01/16;Online;14;101014;Produto 4GB  MP3 Player E401 Silver;Econômico;R$ 35,72;R$ 77,68;16;0;R$ 0,00;1;R$ 15,54;R$ 571,52;R$ 1.227,34
29/01/16;Revendedor;14;101014;Produto 4GB  MP3 Player E401 Silver;Econômico;R$ 35,72;R$ 77,68;16;1;R$ 77,68;0;R$ 0,00;R$ 571,52;R$ 1.242,88
29/01/16;Online;14;101014;Produto 4GB  MP3 Player E401 Silver;Econômico;R$ 35,72;R$ 77,68;52;1;R$ 77,68;5;R$ 58,26;R$ 1.857,44;R$ 3.981,10
29/01/16;Online;15;101015;Produto 4GB  MP3 Player E401 White;Econômico;R$ 35,72;R$ 77,68;32;0;R$ 0,00;4;R$ 62,14;R$ 1.143,04;R$ 2.423,62
29/01/16;Loja;16;101016;Produto 8GB -Slim MP3/Video Player M800 White;Regular;R$ 50,56;R$ 109,95;13;0;R$ 0,00;2;R$ 32,99;R$ 657,28;R$ 1.396,37
29/01/16;Loja;16;101016;Produto 8GB -Slim MP3/Video Player M800 White;Regular;R$ 50,56;R$ 109,95;9;0;R$ 0,00;3;R$ 16,49;R$ 455,04;R$ 973,06
29/01/16;Revendedor;17;101017;Produto 8GB -Slim MP3/Video Player M800 Red;Regular;R$ 50,56;R$ 109,95;9;0;R$ 0,00;4;R$ 21,99;R$ 455,04;R$ 967,56
29/01/16;Loja;19;101019;Produto 8GB -Slim MP3/Video Player M800 Pink;Regular;R$ 50,56;R$ 109,95;9;0;R$ 0,00;4;R$ 21,99;R$ 455,04;R$ 967,56
29/01/16;Loja;19;101019;Produto 8GB -Slim MP3/Video Player M800 Pink;Regular;R$ 50,56;R$ 109,95;13;0;R$ 0,00;2;R$ 32,99;R$ 657,28;R$ 1.396,37
29/01/16;Online;22;101022;Produto 8GB MP3 Player new  M820 Yellow;Regular;R$ 61,62;R$ 134,00;13;0;R$ 0,00;0;R$ 0,00;R$ 801,06;R$ 1.742,00
29/01/16;Loja;23;101023;Produto 8GB MP3 Player new  M820 White;Regular;R$ 61,62;R$ 134,00;9;0;R$ 0,00;4;R$ 26,80;R$ 554,58;R$ 1.179,20
29/01/16;Loja;29;101029;Produto 32GB Video MP3 Player M3200 White;Regular;R$ 84,49;R$ 255,00;9;0;R$ 0,00;2;R$ 25,50;R$ 760,41;R$ 2.269,50
29/01/16;Revendedor;33;101033;Produto 32GB Video MP3 Player M3200 Black;Regular;R$ 84,49;R$ 255,00;16;0;R$ 0,00;8;R$ 408,00;R$ 1.351,84;R$ 3.672,00
30/01/16;Online;1;101001;Produto 512MB MP3 Player E51 Silver;Econômico;R$ 6,62;R$ 12,99;26;0;R$ 0,00;0;R$ 0,00;R$ 172,12;R$ 337,74
30/01/16;Loja;1;101001;Produto 512MB MP3 Player E51 Silver;Econômico;R$ 6,62;R$ 12,99;18;0;R$ 0,00;3;R$ 1,95;R$ 119,16;R$ 231,87
30/01/16;Online;2;101002;Produto 512MB MP3 Player E51 Blue;Econômico;R$ 6,62;R$ 12,99;26;0;R$ 0,00;2;R$ 3,90;R$ 172,12;R$ 333,84
30/01/16;Revendedor;2;101002;Produto 512MB MP3 Player E51 Blue;Econômico;R$ 6,62;R$ 12,99;18;0;R$ 0,00;0;R$ 0,00;R$ 119,16;R$ 233,82
30/01/16;Loja;2;101002;Produto 512MB MP3 Player E51 Blue;Econômico;R$ 6,62;R$ 12,99;18;0;R$ 0,00;2;R$ 1,30;R$ 119,16;R$ 232,52
30/01/16;Loja;3;101003;Produto 1G MP3 Player E100 White;Econômico;R$ 7,40;R$ 14,52;26;0;R$ 0,00;0;R$ 0,00;R$ 192,40;R$ 377,52
30/01/16;Loja;3;101003;Produto 1G MP3 Player E100 White;Econômico;R$ 7,40;R$ 14,52;26;0;R$ 0,00;0;R$ 0,00;R$ 192,40;R$ 377,52
30/01/16;Revendedor;4;101004;Produto 2G MP3 Player E200 Silver;Econômico;R$ 11,00;R$ 21,57;16;0;R$ 0,00;2;R$ 8,63;R$ 176,00;R$ 336,49
30/01/16;Online;4;101004;Produto 2G MP3 Player E200 Silver;Econômico;R$ 11,00;R$ 21,57;16;0;R$ 0,00;1;R$ 4,31;R$ 176,00;R$ 340,81
30/01/16;Online;5;101005;Produto 2G MP3 Player E200 Red;Econômico;R$ 11,00;R$ 21,57;36;0;R$ 0,00;3;R$ 3,24;R$ 396,00;R$ 773,28
30/01/16;Loja;8;101008;Produto 4G MP3 Player E400 Silver;Econômico;R$ 30,58;R$ 59,99;26;0;R$ 0,00;4;R$ 35,99;R$ 795,08;R$ 1.523,75
30/01/16;Loja;8;101008;Produto 4G MP3 Player E400 Silver;Econômico;R$ 30,58;R$ 59,99;18;0;R$ 0,00;1;R$ 3,00;R$ 550,44;R$ 1.076,82
30/01/16;Online;8;101008;Produto 4G MP3 Player E400 Silver;Econômico;R$ 30,58;R$ 59,99;52;1;R$ 59,99;1;R$ 9,00;R$ 1.590,16;R$ 3.110,48
30/01/16;Loja;11;101011;Produto 4G MP3 Player E400 Orange;Econômico;R$ 30,58;R$ 59,99;18;0;R$ 0,00;0;R$ 0,00;R$ 550,44;R$ 1.079,82
30/01/16;Loja;12;101012;Produto 4GB  MP3 Player E401 Blue;Econômico;R$ 35,72;R$ 77,68;18;0;R$ 0,00;3;R$ 11,65;R$ 642,96;R$ 1.386,59
30/01/16;Loja;13;101013;Produto 4GB  MP3 Player E401 Black;Econômico;R$ 35,72;R$ 77,68;18;0;R$ 0,00;0;R$ 0,00;R$ 642,96;R$ 1.398,24
30/01/16;Loja;16;101016;Produto 8GB -Slim MP3/Video Player M800 White;Regular;R$ 50,56;R$ 109,95;9;0;R$ 0,00;1;R$ 5,50;R$ 455,04;R$ 984,05
30/01/16;Online;17;101017;Produto 8GB -Slim MP3/Video Player M800 Red;Regular;R$ 50,56;R$ 109,95;16;0;R$ 0,00;5;R$ 109,95;R$ 808,96;R$ 1.649,25
30/01/16;Loja;19;101019;Produto 8GB -Slim MP3/Video Player M800 Pink;Regular;R$ 50,56;R$ 109,95;13;0;R$ 0,00;4;R$ 65,97;R$ 657,28;R$ 1.363,38
30/01/16;Catálogo;19;101019;Produto 8GB -Slim MP3/Video Player M800 Pink;Regular;R$ 50,56;R$ 109,95;18;0;R$ 0,00;3;R$ 16,49;R$ 910,08;R$ 1.962,61
30/01/16;Loja;19;101019;Produto 8GB -Slim MP3/Video Player M800 Pink;Regular;R$ 50,56;R$ 109,95;13;0;R$ 0,00;2;R$ 32,99;R$ 657,28;R$ 1.396,37
30/01/16;Loja;21;101021;Produto 8GB MP3 Player new  M820 Blue;Regular;R$ 61,62;R$ 134,00;9;0;R$ 0,00;4;R$ 26,80;R$ 554,58;R$ 1.179,20
30/01/16;Revendedor;22;101022;Produto 8GB MP3 Player new  M820 Yellow;Regular;R$ 61,62;R$ 134,00;13;0;R$ 0,00;4;R$ 80,40;R$ 801,06;R$ 1.661,60
30/01/16;Loja;23;101023;Produto 8GB MP3 Player new  M820 White;Regular;R$ 61,62;R$ 134,00;13;0;R$ 0,00;0;R$ 0,00;R$ 801,06;R$ 1.742,00
30/01/16;Loja;29;101029;Produto 32GB Video MP3 Player M3200 White;Regular;R$ 84,49;R$ 255,00;8;0;R$ 0,00;4;R$ 204,00;R$ 675,92;R$ 1.836,00
30/01/16;Loja;30;101030;Produto 32GB Video MP3 Player M3200 Red;Regular;R$ 84,49;R$ 255,00;13;0;R$ 0,00;4;R$ 153,00;R$ 1.098,37;R$ 3.162,00
30/01/16;Revendedor;30;101030;Produto 32GB Video MP3 Player M3200 Red;Regular;R$ 84,49;R$ 255,00;13;0;R$ 0,00;2;R$ 76,50;R$ 1.098,37;R$ 3.238,50
30/01/16;Catálogo;31;101031;Produto 32GB Video MP3 Player M3200 Orange;Regular;R$ 84,49;R$ 255,00;18;0;R$ 0,00;3;R$ 38,25;R$ 1.520,82;R$ 4.551,75
30/01/16;Online;31;101031;Produto 32GB Video MP3 Player M3200 Orange;Regular;R$ 84,49;R$ 255,00;9;0;R$ 0,00;0;R$ 0,00;R$ 760,41;R$ 2.295,00
30/01/16;Loja;33;101033;Produto 32GB Video MP3 Player M3200 Black;Regular;R$ 84,49;R$ 255,00;9;0;R$ 0,00;2;R$ 25,50;R$ 760,41;R$ 2.269,50
30/01/16;Loja;33;101033;Produto 32GB Video MP3 Player M3200 Black;Regular;R$ 84,49;R$ 255,00;13;0;R$ 0,00;1;R$ 38,25;R$ 1.098,37;R$ 3.276,75
30/01/16;Loja;34;101034;Produto 4GB Portable MP3 Player M450 Black;Regular;R$ 48,92;R$ 95,95;9;0;R$ 0,00;1;R$ 4,80;R$ 440,28;R$ 858,75
31/01/16;Revendedor;1;101001;Produto 512MB MP3 Player E51 Silver;Econômico;R$ 6,62;R$ 12,99;16;0;R$ 0,00;2;R$ 5,20;R$ 105,92;R$ 202,64
31/01/16;Loja;1;101001;Produto 512MB MP3 Player E51 Silver;Econômico;R$ 6,62;R$ 12,99;18;0;R$ 0,00;1;R$ 0,65;R$ 119,16;R$ 233,17
31/01/16;Loja;1;101001;Produto 512MB MP3 Player E51 Silver;Econômico;R$ 6,62;R$ 12,99;18;0;R$ 0,00;0;R$ 0,00;R$ 119,16;R$ 233,82
31/01/16;Loja;2;101002;Produto 512MB MP3 Player E51 Blue;Econômico;R$ 6,62;R$ 12,99;26;0;R$ 0,00;3;R$ 5,85;R$ 172,12;R$ 331,89
31/01/16;Loja;4;101004;Produto 2G MP3 Player E200 Silver;Econômico;R$ 11,00;R$ 21,57;18;0;R$ 0,00;2;R$ 2,16;R$ 198,00;R$ 386,10
31/01/16;Loja;5;101005;Produto 2G MP3 Player E200 Red;Econômico;R$ 11,00;R$ 21,57;18;0;R$ 0,00;2;R$ 2,16;R$ 198,00;R$ 386,10
31/01/16;Revendedor;5;101005;Produto 2G MP3 Player E200 Red;Econômico;R$ 11,00;R$ 21,57;18;0;R$ 0,00;2;R$ 2,16;R$ 198,00;R$ 386,10
31/01/16;Online;9;101009;Produto 4G MP3 Player E400 Black;Econômico;R$ 30,58;R$ 59,99;16;0;R$ 0,00;1;R$ 12,00;R$ 489,28;R$ 947,84
31/01/16;Loja;9;101009;Produto 4G MP3 Player E400 Black;Econômico;R$ 30,58;R$ 59,99;26;0;R$ 0,00;4;R$ 35,99;R$ 795,08;R$ 1.523,75
31/01/16;Loja;11;101011;Produto 4G MP3 Player E400 Orange;Econômico;R$ 30,58;R$ 59,99;18;0;R$ 0,00;3;R$ 9,00;R$ 550,44;R$ 1.070,82
31/01/16;Loja;11;101011;Produto 4G MP3 Player E400 Orange;Econômico;R$ 30,58;R$ 59,99;18;0;R$ 0,00;3;R$ 9,00;R$ 550,44;R$ 1.070,82
31/01/16;Loja;12;101012;Produto 4GB  MP3 Player E401 Blue;Econômico;R$ 35,72;R$ 77,68;18;0;R$ 0,00;1;R$ 3,88;R$ 642,96;R$ 1.394,36
31/01/16;Loja;12;101012;Produto 4GB  MP3 Player E401 Blue;Econômico;R$ 35,72;R$ 77,68;18;0;R$ 0,00;2;R$ 7,77;R$ 642,96;R$ 1.390,47
31/01/16;Loja;12;101012;Produto 4GB  MP3 Player E401 Blue;Econômico;R$ 35,72;R$ 77,68;18;0;R$ 0,00;4;R$ 15,54;R$ 642,96;R$ 1.382,70
31/01/16;Loja;14;101014;Produto 4GB  MP3 Player E401 Silver;Econômico;R$ 35,72;R$ 77,68;16;0;R$ 0,00;3;R$ 11,65;R$ 571,52;R$ 1.231,23
31/01/16;Catálogo;14;101014;Produto 4GB  MP3 Player E401 Silver;Econômico;R$ 35,72;R$ 77,68;36;0;R$ 0,00;4;R$ 15,54;R$ 1.285,92;R$ 2.780,94
31/01/16;Online;16;101016;Produto 8GB -Slim MP3/Video Player M800 White;Regular;R$ 50,56;R$ 109,95;26;0;R$ 0,00;5;R$ 82,46;R$ 1.314,56;R$ 2.776,24
31/01/16;Loja;19;101019;Produto 8GB -Slim MP3/Video Player M800 Pink;Regular;R$ 50,56;R$ 109,95;13;0;R$ 0,00;1;R$ 16,49;R$ 657,28;R$ 1.412,86
31/01/16;Loja;20;101020;Produto 8GB MP3 Player new  M820 Black;Regular;R$ 61,62;R$ 134,00;9;0;R$ 0,00;4;R$ 26,80;R$ 554,58;R$ 1.179,20
